Ego,Alter
"Griffiths, Coline","Pearce, Alex V."
"Griffiths, Coline","Peck, A. I."
"Griffiths, Coline","Ross, Mark T."
"Griffiths, Coline","Shownkeen, Ratna"
"Griffiths, Coline","Sulston, John E."
"Griffiths, Coline","Ainscough, Rachael"
"Griffiths, Coline","Andrews, T. Daniel"
"Griffiths, Coline","Ashurst, Jennifer L."
"Griffiths, Coline","Bates, Karen N."
"Griffiths, Coline","Brown, Alex J."
"Griffiths, Coline","Burford, Deborah C."
"Griffiths, Coline","Clarke, Graham D.Paul"
"Griffiths, Coline","Clegg, Sheila M.M."
"Griffiths, Coline","Cobley, Victoria E."
"Griffiths, Coline","Earthrowl, Mark E."
"Griffiths, Coline","Faulkner, Louisa M."
"Griffiths, Coline","Frankish, Adam G."
"Griffiths, Coline","Gilbert, James G.R."
"Griffiths, Coline","Gribble, Susan M."
"Griffiths, Coline","Howe, Kevin Lee"
"Griffiths, Coline","Huckle, Elizabeth J."
"Griffiths, Coline","McMurray, Amanda A."
"Griffiths, Coline","Porter, Keith M."
"Griffiths, Coline","Wallis, Justine M."
"Griffiths, Coline","Collier, R. E."
"Griffiths, Coline","Coville, G. J."
"Griffiths, Coline","Davies, Joy R."
"Griffiths, Coline","Dunham, Ian"
"Griffiths, Coline","Ellington, A. G."
"Griffiths, Coline","Glithero, Rebecca J."
"Griffiths, Coline","Grocock, Russell James"
"Griffiths, Coline","Harrison, Elliot S I"
"Griffiths, Coline","Kershaw, Joanne K."
"Griffiths, Coline","King, Andrew"
"Griffiths, Coline","Knights, Andrew J."
"Griffiths, Coline","Langford, Cordelia J."
"Griffiths, Coline","Palmer, Sophie A."
"Griffiths, Coline","Pandian, Richard D."
"Griffiths, Coline","Rice, Catherine M."
"Griffiths, Coline","Swarbreck, David"
"Griffiths, Coline","Thorpe, Andrea A."
"Griffiths, Coline","West., Anthony Preston"
"Griffiths, Coline","White, Simon S."
"Griffiths-Jones, Sam","Bateman, Alex G."
"Griffiths-Jones, Sam","Ronshaugen, Matthew R."
"Griffiths-Jones, Sam","Ninova, Maria"
"Griffiths-Jones, Sam","Durbin, Richard M."
"Griffiths-Jones, Sam","Eddy, Sean R."
"Griffiths-Jones, Sam","Marco, Antonio"
"Griffiths-Jones, Sam","Searle, Mark S."
"Griffiths-Jones, Sam","Finn, Robert"
"Griffiths-Jones, Sam","Kozomara, Ana N A"
"Griffiths-Jones, Sam","Rogers, Jane"
"Griffiths-Jones, Sam","Enright, Anton J."
"Griffiths-Jones, Sam","Gardner, Paul P."
"Griffiths-Jones, Sam","Marshall, Mhairi"
"Griffiths-Jones, Sam","Clee, Chris M."
"Griffiths-Jones, Sam","Coulson, Alan R."
"Griffiths-Jones, Sam","Dunham, Ian"
"Griffiths-Jones, Sam","Frankish, Adam G."
"Griffiths-Jones, Sam","Grafham, Darren V."
"Griffiths-Jones, Sam","Howe, Kevin Lee"
"Griffiths-Jones, Sam","Hui, Jerome H. L."
"Griffiths-Jones, Sam","Matthews, Lucy H."
"Griffiths-Jones, Sam","Pain, Arnab"
"Griffiths-Jones, Sam","Scott, Carol E."
"Griffiths-Jones, Sam","Willey, David L."
"Grocock, Russell James","Bentley, David R."
"Grocock, Russell James","Humphray, Sean J."
"Grocock, Russell James","Kingsbury, Zoya"
"Grocock, Russell James","Murray, Lisa J."
"Grocock, Russell James","Burton, John L."
"Grocock, Russell James","Durbin, Richard M."
"Grocock, Russell James","Lunter, Gerton"
"Grocock, Russell James","McVean, Gil"
"Grocock, Russell James","Rimmer, Andrew J."
"Grocock, Russell James","Searle, Stephen M.J."
"Grocock, Russell James","Carter, Nigel P."
"Grocock, Russell James","Cheetham, R. Keira"
"Grocock, Russell James","Chen, Yuan"
"Grocock, Russell James","Frankish, Adam G."
"Grocock, Russell James","Grafham, Darren V."
"Grocock, Russell James","Hart, Elizabeth A."
"Grocock, Russell James","Hubbard, Tim J.P."
"Grocock, Russell James","Hunt, Sarah E."
"Grocock, Russell James","Jones, Matthew C."
"Grocock, Russell James","Laird, Gavin K."
"Grocock, Russell James","Loveland, Jane E."
"Grocock, Russell James","Matthews, Lucy H."
"Grocock, Russell James","Rogers, Jane"
"Grocock, Russell James","Ross, Mark T."
"Grocock, Russell James","Steward, Charles A."
"Grocock, Russell James","Swarbreck, David"
"Grocock, Russell James","Wilming, Laurens G."
"Grocock, Russell James","Ambrose, Kerrie D."
"Grocock, Russell James","Andrews, T. Daniel"
"Grocock, Russell James","Ashwell, Robert I S"
"Grocock, Russell James","Babbage, Anne K."
"Grocock, Russell James","Bagguley, Claire L."
"Grocock, Russell James","Banerjee, Ruby K."
"Grocock, Russell James","Bauer, Markus J."
"Grocock, Russell James","Beasley, Helen"
"Grocock, Russell James","Beck, Stephan R."
"Grocock, Russell James","Bird, Christine P."
"Grocock, Russell James","Bray-Allen, Sarah P."
"Grocock, Russell James","Buck, David Mike"
"Grocock, Russell James","Chapman, Joanne C."
"Grocock, Russell James","Clark, Sue Y."
"Grocock, Russell James","Clarke, Graham D.Paul"
"Grocock, Russell James","Clee, Chris M."
"Grocock, Russell James","Corby, Nicole R."
"Grocock, Russell James","Coulson, Alan R."
"Grocock, Russell James","Donnelly, Peter J."
"Grocock, Russell James","Dunn, Matthew"
"Grocock, Russell James","Enright, Anton J."
"Grocock, Russell James","Frankland, John A."
"Grocock, Russell James","Griffiths, Coline"
"Grocock, Russell James","Harrow, Jennifer L."
"Grocock, Russell James","Heath, Paul D."
"Grocock, Russell James","Howden, Philip J."
"Grocock, Russell James","Johnson, David C."
"Grocock, Russell James","Kershaw, Joanne K."
"Grocock, Russell James","Lawlor, Stephanie"
"Grocock, Russell James","Lloyd, David M.L."
"Grocock, Russell James","Lloyd, Christine R."
"Grocock, Russell James","Lovell, Jamieson D."
"Grocock, Russell James","McLaren, S."
"Grocock, Russell James","Mclay, Kirsten E."
"Grocock, Russell James","Ning, Zemin"
"Grocock, Russell James","Pearce, Alex V."
"Grocock, Russell James","Peden, John F."
"Grocock, Russell James","Pelan, Sarah E."
"Grocock, Russell James","Scott, Carol E."
"Grocock, Russell James","Sehra, Harminder K."
"Grocock, Russell James","Shownkeen, Ratna"
"Grocock, Russell James","Skuce, Carl D."
"Grocock, Russell James","Taylor, Jenny C."
"Grocock, Russell James","Tracey, Alan"
"Grocock, Russell James","Tromans, Anthony C."
"Grocock, Russell James","Van Dongen, Stijn"
"Grocock, Russell James","Wall, Melanie"
"Grocock, Russell James","Whitehead, Siobhan L."
"Grocock, Russell James","Willey, David L."
"Grocock, Russell James","Wray, Paul W."
"Hammond, Sian Austin","Carter, Nigel P."
"Hammond, Sian Austin","Clee, Chris M."
"Hammond, Sian Austin","Laird, Gavin K."
"Hammond, Sian Austin","Rogers, Jane"
"Hammond, Sian Austin","Scott, Carol E."
"Hammond, Sian Austin","Babbage, Anne K."
"Hammond, Sian Austin","Bird, Christine P."
"Hammond, Sian Austin","Burton, John L."
"Hammond, Sian Austin","Corby, Nicole R."
"Hammond, Sian Austin","Dunn, Matthew"
"Hammond, Sian Austin","Garner, Patrick"
"Hammond, Sian Austin","Grafham, Darren V."
"Hammond, Sian Austin","Griffiths, Coline"
"Hammond, Sian Austin","Heath, Paul D."
"Hammond, Sian Austin","Howden, Philip J."
"Hammond, Sian Austin","Hubbard, Tim J.P."
"Hammond, Sian Austin","Johnson, Christopher M."
"Hammond, Sian Austin","Jones, Matthew C."
"Hammond, Sian Austin","Kay, Mike"
"Hammond, Sian Austin","Kimberley, Andrew M."
"Hammond, Sian Austin","Lloyd, David M.L."
"Hammond, Sian Austin","Lovell, Jamieson D."
"Hammond, Sian Austin","Matthews, Lucy H."
"Hammond, Sian Austin","Phillimore, Benjamin J.C.T."
"Hammond, Sian Austin","Sehra, Harminder K."
"Hammond, Sian Austin","Skuce, Carl D."
"Hammond, Sian Austin","Sycamore, Neil"
"Hammond, Sian Austin","Tracey, Alan"
"Hammond, Sian Austin","Tromans, Anthony C."
"Hammond, Sian Austin","Whitehead, Siobhan L."
"Hammond, Sian Austin","Willey, David L."
"Hammond, Sian Austin","Wray, Paul W."
"Hammond, Sian Austin","Beasley, Helen"
"Hammond, Sian Austin","Bentley, David R."
"Hammond, Sian Austin","Durbin, Richard M."
"Hammond, Sian Austin","French, Lisa"
"Hammond, Sian Austin","Garnett, Jane"
"Hammond, Sian Austin","Hall, Rebekah E."
"Hammond, Sian Austin","Helbing, Caren C."
"Hammond, Sian Austin","Hunt, Sarah E."
"Hammond, Sian Austin","Hunt, Adrienne R."
"Hammond, Sian Austin","Leongamornlert, Daniel A."
"Hammond, Sian Austin","Lloyd, Christine R."
"Hammond, Sian Austin","Loveland, Jane E."
"Hammond, Sian Austin","Martin, Sancha L."
"Hammond, Sian Austin","Mashreghi-Mohammadi, Maryam"
"Hammond, Sian Austin","McLaren, S."
"Hammond, Sian Austin","Mclay, Kirsten E."
"Hammond, Sian Austin","Oliver, Karen"
"Hammond, Sian Austin","Searle, Stephen M.J."
"Hammond, Sian Austin","Sims, Sarah K."
"Hammond, Sian Austin","Smith, Michelle L."
"Hammond, Sian Austin","Almeida, Jeff P."
"Hammond, Sian Austin","Bagguley, Claire L."
"Hammond, Sian Austin","Bailey, Jonathon"
"Hammond, Sian Austin","Beck, Stephan R."
"Hammond, Sian Austin","Brown, Jacqueline Y."
"Hammond, Sian Austin","Burrill, Wayne D.H."
"Hammond, Sian Austin","Carder, Carol"
"Hammond, Sian Austin","Chapman, Joanne C."
"Hammond, Sian Austin","Clark, Sue Y."
"Hammond, Sian Austin","Coulson, Alan R."
"Hammond, Sian Austin","Dhami, Pawandeep D."
"Hammond, Sian Austin","Earthrowl, Mark E."
"Hammond, Sian Austin","Frankland, John A."
"Hammond, Sian Austin","Harley, Joanna L."
"Hammond, Sian Austin","Lawlor, Stephanie"
"Hammond, Sian Austin","Nickerson, T."
"Hammond, Sian Austin","Peck, A. I."
"Hammond, Sian Austin","Pelan, Sarah E."
"Hammond, Sian Austin","Ross, Mark T."
"Hammond, Sian Austin","Steward, Charles A."
"Hammond, Sian Austin","Sulston, John E."
"Hammond, Sian Austin","Wall, Melanie"
"Hammond, Sian Austin","Wilming, Laurens G."
"Hammond, Sian Austin","Ainscough, Rachael"
"Hammond, Sian Austin","Ambrose, Kerrie D."
"Hammond, Sian Austin","Ashwell, Robert I S"
"Hammond, Sian Austin","Banerjee, Ruby K."
"Hammond, Sian Austin","Barlow, Karen F."
"Hammond, Sian Austin","Bray-Allen, Sarah P."
"Hammond, Sian Austin","Brown, Alex J."
"Hammond, Sian Austin","Burford, Deborah C."
"Hammond, Sian Austin","Clegg, Sheila M.M."
"Hammond, Sian Austin","Cobley, Victoria E."
"Hammond, Sian Austin","Dunham, Ian"
"Hammond, Sian Austin","Frankish, Adam G."
"Hammond, Sian Austin","Hart, Elizabeth A."
"Hammond, Sian Austin","Huckle, Elizabeth J."
"Hammond, Sian Austin","Johnson, David C."
"Hammond, Sian Austin","Milne, Sarah A."
"Hammond, Sian Austin","Pearce, Alex V."
"Hammond, Sian Austin","Porter, Keith M."
"Hammond, Sian Austin","Shownkeen, Ratna"
"Hammond, Sian Austin","Veldhoen, Nik J."
"Hammond, Sian Austin","Wallis, Justine M."
"Hammond, Sian Austin","Andrews, T. Daniel"
"Hammond, Sian Austin","Ashurst, Jennifer L."
"Hammond, Sian Austin","Bates, Karen N."
"Hammond, Sian Austin","Birol, Inaní_"
"Hammond, Sian Austin","Clarke, Graham D.Paul"
"Hammond, Sian Austin","Collier, R. E."
"Hammond, Sian Austin","Collins, John E."
"Hammond, Sian Austin","Coville, G. J."
"Hammond, Sian Austin","Ellington, A. G."
"Hammond, Sian Austin","Faulkner, Louisa M."
"Hammond, Sian Austin","Gilbert, James G.R."
"Hammond, Sian Austin","Glithero, Rebecca J."
"Hammond, Sian Austin","Gribble, Susan M."
"Hammond, Sian Austin","Harrison, Elliot S I"
"Hammond, Sian Austin","Howe, Kevin Lee"
"Hammond, Sian Austin","Humphray, Sean J."
"Hammond, Sian Austin","King, Andrew"
"Hammond, Sian Austin","Langford, Cordelia J."
"Hammond, Sian Austin","McMurray, Amanda A."
"Hammond, Sian Austin","Rice, Catherine M."
"Hammond, Sian Austin","Thorpe, Andrea A."
"Hammond, Sian Austin","White, Simon S."
"Harrison, Elliot S I","Babbage, Anne K."
"Harrison, Elliot S I","Beasley, Helen"
"Harrison, Elliot S I","Bird, Christine P."
"Harrison, Elliot S I","Burton, John L."
"Harrison, Elliot S I","Carter, Nigel P."
"Harrison, Elliot S I","Clee, Chris M."
"Harrison, Elliot S I","Corby, Nicole R."
"Harrison, Elliot S I","Dunn, Matthew"
"Harrison, Elliot S I","Garner, Patrick"
"Harrison, Elliot S I","Garnett, Jane"
"Harrison, Elliot S I","Grafham, Darren V."
"Harrison, Elliot S I","Griffiths, Coline"
"Harrison, Elliot S I","Hall, Rebekah E."
"Harrison, Elliot S I","Hammond, Sian Austin"
"Harrison, Elliot S I","Heath, Paul D."
"Harrison, Elliot S I","Howden, Philip J."
"Harrison, Elliot S I","Hubbard, Tim J.P."
"Harrison, Elliot S I","Hunt, Adrienne R."
"Harrison, Elliot S I","Johnson, Christopher M."
"Harrison, Elliot S I","Jones, Matthew C."
"Harrison, Elliot S I","Kay, Mike"
"Harrison, Elliot S I","Kimberley, Andrew M."
"Harrison, Elliot S I","Laird, Gavin K."
"Harrison, Elliot S I","Leongamornlert, Daniel A."
"Harrison, Elliot S I","Lloyd, David M.L."
"Harrison, Elliot S I","Loveland, Jane E."
"Harrison, Elliot S I","Lovell, Jamieson D."
"Harrison, Elliot S I","Martin, Sancha L."
"Harrison, Elliot S I","Mashreghi-Mohammadi, Maryam"
"Harrison, Elliot S I","Matthews, Lucy H."
"Harrison, Elliot S I","McLaren, S."
"Harrison, Elliot S I","Mclay, Kirsten E."
"Harrison, Elliot S I","Oliver, Karen"
"Harrison, Elliot S I","Pelan, Sarah E."
"Harrison, Elliot S I","Phillimore, Benjamin J.C.T."
"Harrison, Elliot S I","Rogers, Jane"
"Harrison, Elliot S I","Scott, Carol E."
"Harrison, Elliot S I","Searle, Stephen M.J."
"Harrison, Elliot S I","Sehra, Harminder K."
"Harrison, Elliot S I","Sims, Sarah K."
"Harrison, Elliot S I","Skuce, Carl D."
"Harrison, Elliot S I","Sycamore, Neil"
"Harrison, Elliot S I","Tracey, Alan"
"Harrison, Elliot S I","Tromans, Anthony C."
"Harrison, Elliot S I","Whitehead, Siobhan L."
"Harrison, Elliot S I","Willey, David L."
"Harrison, Elliot S I","Wray, Paul W."
"Hart, Elizabeth A.","Wilming, Laurens G."
"Hart, Elizabeth A.","Gilbert, James G.R."
"Hart, Elizabeth A.","Harrow, Jennifer L."
"Hart, Elizabeth A.","Hubbard, Tim J.P."
"Hart, Elizabeth A.","Rogers, Jane"
"Hart, Elizabeth A.","Beck, Stephan R."
"Hart, Elizabeth A.","Loveland, Jane E."
"Hart, Elizabeth A.","Searle, Stephen M.J."
"Hart, Elizabeth A.","Steward, Charles A."
"Hart, Elizabeth A.","Durbin, Richard M."
"Hart, Elizabeth A.","Howe, Kevin Lee"
"Hart, Elizabeth A.","Jones, Matthew C."
"Hart, Elizabeth A.","Laird, Gavin K."
"Hart, Elizabeth A.","Sims, Sarah K."
"Hart, Elizabeth A.","Beasley, Helen"
"Hart, Elizabeth A.","Burton, John L."
"Hart, Elizabeth A.","Clee, Chris M."
"Hart, Elizabeth A.","Frankish, Adam G."
"Hart, Elizabeth A.","Grafham, Darren V."
"Hart, Elizabeth A.","Lloyd, Christine R."
"Hart, Elizabeth A.","Matthews, Lucy H."
"Hart, Elizabeth A.","McLaren, S."
"Hart, Elizabeth A.","Sehra, Harminder K."
"Hart, Elizabeth A.","Whitehead, Siobhan L."
"Hart, Elizabeth A.","Almeida, Jeff P."
"Hart, Elizabeth A.","Ambrose, Kerrie D."
"Hart, Elizabeth A.","Ashwell, Robert I S"
"Hart, Elizabeth A.","Babbage, Anne K."
"Hart, Elizabeth A.","Bagguley, Claire L."
"Hart, Elizabeth A.","Bailey, Jonathon"
"Hart, Elizabeth A.","Barlow, Karen F."
"Hart, Elizabeth A.","Bentley, David R."
"Hart, Elizabeth A.","Bird, Christine P."
"Hart, Elizabeth A.","Bray-Allen, Sarah P."
"Hart, Elizabeth A.","Carter, Nigel P."
"Hart, Elizabeth A.","Chapman, Joanne C."
"Hart, Elizabeth A.","Clark, Sue Y."
"Hart, Elizabeth A.","Corby, Nicole R."
"Hart, Elizabeth A.","Coulson, Alan R."
"Hart, Elizabeth A.","Dunn, Matthew"
"Hart, Elizabeth A.","Frankland, John A."
"Hart, Elizabeth A.","Griffiths, Coline"
"Hart, Elizabeth A.","Heath, Paul D."
"Hart, Elizabeth A.","Howden, Philip J."
"Hart, Elizabeth A.","Hunt, Sarah E."
"Hart, Elizabeth A.","Lawlor, Stephanie"
"Hart, Elizabeth A.","Lloyd, David M.L."
"Hart, Elizabeth A.","Lovell, Jamieson D."
"Hart, Elizabeth A.","Palmer, Sophie A."
"Hart, Elizabeth A.","Pearce, Alex V."
"Hart, Elizabeth A.","Pelan, Sarah E."
"Hart, Elizabeth A.","Phillimore, Benjamin J.C.T."
"Hart, Elizabeth A.","Scott, Carol E."
"Hart, Elizabeth A.","Skuce, Carl D."
"Hart, Elizabeth A.","Swarbreck, David"
"Hart, Elizabeth A.","Tracey, Alan"
"Hart, Elizabeth A.","Tromans, Anthony C."
"Hart, Elizabeth A.","Wall, Melanie"
"Hart, Elizabeth A.","Willey, David L."
"Hart, Elizabeth A.","Wray, Paul W."
"Hart, Elizabeth A.","Ainscough, Rachael"
"Hart, Elizabeth A.","Andrews, T. Daniel"
"Hart, Elizabeth A.","Ashurst, Jennifer L."
"Hart, Elizabeth A.","Burford, Deborah C."
"Hart, Elizabeth A.","Burrill, Wayne D.H."
"Hart, Elizabeth A.","Carder, Carol"
"Hart, Elizabeth A.","Clarke, Graham D.Paul"
"Hart, Elizabeth A.","Cobley, Victoria E."
"Hart, Elizabeth A.","Dhami, Pawandeep D."
"Hart, Elizabeth A.","Earthrowl, Mark E."
"Hart, Elizabeth A.","Faulkner, Louisa M."
"Hart, Elizabeth A.","French, Lisa"
"Hart, Elizabeth A.","Garner, Patrick"
"Hart, Elizabeth A.","Garnett, Jane"
"Hart, Elizabeth A.","Gribble, Susan M."
"Hart, Elizabeth A.","Grocock, Russell James"
"Hart, Elizabeth A.","Hammond, Sian Austin"
"Hart, Elizabeth A.","Hunt, Adrienne R."
"Hart, Elizabeth A.","Johnson, David C."
"Hart, Elizabeth A.","Johnson, Christopher M."
"Hart, Elizabeth A.","Kay, Mike"
"Hart, Elizabeth A.","Kimberley, Andrew M."
"Hart, Elizabeth A.","Leongamornlert, Daniel A."
"Hart, Elizabeth A.","Martin, Sancha L."
"Hart, Elizabeth A.","Mashreghi-Mohammadi, Maryam"
"Hart, Elizabeth A.","Mclay, Kirsten E."
"Hart, Elizabeth A.","Milne, Sarah A."
"Hart, Elizabeth A.","Nickerson, T."
"Hart, Elizabeth A.","Peck, A. I."
"Hart, Elizabeth A.","Porter, Keith M."
"Hart, Elizabeth A.","Ross, Mark T."
"Hart, Elizabeth A.","Shownkeen, Ratna"
"Hart, Elizabeth A.","Smith, Michelle L."
"Hart, Elizabeth A.","Sulston, John E."
"Hart, Elizabeth A.","Sycamore, Neil"
"Hart, Elizabeth A.","Wallis, Justine M."
"Hart, Elizabeth A.","Banerjee, Ruby K."
"Hart, Elizabeth A.","Bates, Karen N."
"Hart, Elizabeth A.","Brown, Alex J."
"Hart, Elizabeth A.","Brown, Jacqueline Y."
"Hart, Elizabeth A.","Clegg, Sheila M.M."
"Hart, Elizabeth A.","Davies, Joy R."
"Hart, Elizabeth A.","Dunham, Ian"
"Hart, Elizabeth A.","Gibson, Richard S."
"Hart, Elizabeth A.","Hall, Rebekah E."
"Hart, Elizabeth A.","Huckle, Elizabeth J."
"Hart, Elizabeth A.","Joy, Ann A."
"Hart, Elizabeth A.","Kershaw, Joanne K."
"Hart, Elizabeth A.","McMurray, Amanda A."
"Hart, Elizabeth A.","Oliver, Karen"
"Hart, Elizabeth A.","West., Anthony Preston"
"Haugen, Eric","Kaul, Rajinder K."
"Haugen, Eric","Stamatoyannopoulos, John A."
"Haugen, Eric","Johnson, Audra K."
"Haugen, Eric","Olson, Maynard V."
"Haugen, Eric","Diegel, Morgan J."
"Haugen, Eric","Maurano, Matthew T."
"Haugen, Eric","Zhou, Yang"
"Haugen, Eric","Bates, Daniel L."
"Haugen, Eric","Gillett, Will G."
"Haugen, Eric","Sandstrom, Richard"
"Haugen, Eric","Thurman, Robert E."
"Haugen, Eric","Akey, Joshua M."
"Haugen, Eric","Neph, Shane J."
"Haugen, Eric","Reynolds, Alex P."
"Haugen, Eric","Chang, Jean"
"Haugen, Eric","Kellis, Manolis"
"Haugen, Eric","Hayden, Hillary S."
"Haugen, Eric","Kent, William James"
"Haugen, Eric","Lee, Kristen"
"Haugen, Eric","Levy, Ruth"
"Haugen, Eric","Sabo, Peter J."
"Haugen, Eric","Snyder, Michael Paul"
"Haugen, Eric","Vierstra, Jeff"
"Haugen, Eric","Canfield, Theresa K."
"Haugen, Eric","Guigí_, R."
"Haugen, Eric","Humbert, Richard"
"Haugen, Eric","Jacobs, Michael A."
"Haugen, Eric","Rosenbloom, Kate R."
"Haugen, Eric","Rynes, Eric"
"Haugen, Eric","Giste, Erika E."
"Haugen, Eric","Hansen, R. Scott"
"Haugen, Eric","Howald, Cí©dric"
"Haugen, Eric","Lin, Shin"
"Haugen, Eric","Neri, Fidencio"
"Haugen, Eric","Raymond, Christopher K."
"Haugen, Eric","Sammeth, Michael"
"Haugen, Eric","Sandstrom, Richard"
"Haugen, Eric","Shafer, Anthony O."
"Haugen, Eric","Stergachis, Andrew B."
"Haugen, Eric","Vong, Shinny"
"Haugen, Eric","Wang, Li"
"Haugen, Eric","Ardlie, Kristin G."
"Haugen, Eric","Bridge, Jason P."
"Haugen, Eric","Brigham, Lori E."
"Haugen, Eric","Brittnacher, Mitchell J."
"Haugen, Eric","Buckley, Danielle G."
"Haugen, Eric","Davis, David A."
"Haugen, Eric","Demanelis, Kathryn"
"Haugen, Eric","Doherty, Jennifer Anne"
"Haugen, Eric","Dunn, Douglas"
"Haugen, Eric","Eichler, Evan E."
"Haugen, Eric","Faircloth, Lindsay M."
"Haugen, Eric","Fernando, Marian S."
"Haugen, Eric","Ferreira, Pedro G."
"Haugen, Eric","Foster, Barbara A."
"Haugen, Eric","Gelfand, Ellen T."
"Haugen, Eric","Getz, Gad A."
"Haugen, Eric","Gillard, Bryan M."
"Haugen, Eric","Guan, Ping"
"Haugen, Eric","Halow, Jessica"
"Haugen, Eric","Hasz, Richard"
"Haugen, Eric","Hickey, Peter F."
"Haugen, Eric","Hunter, Marcus"
"Haugen, Eric","Jewell, Scott D."
"Haugen, Eric","Jiang, Lihua"
"Haugen, Eric","Johns, Christopher"
"Haugen, Eric","Johnson, Mark D."
"Haugen, Eric","Karasik, Ellen"
"Haugen, Eric","Karczewski, Konrad J."
"Haugen, Eric","Kibriya, Muhammad G."
"Haugen, Eric","Koester, Susan E."
"Haugen, Eric","Kopen, Gene C."
"Haugen, Eric","Kumar, Rachna"
"Haugen, Eric","Leinweber, William F."
"Haugen, Eric","Li, Qin"
"Haugen, Eric","Li, Xiao"
"Haugen, Eric","Little, Alvin Roger"
"Haugen, Eric","Lonsdale, John T."
"Haugen, Eric","Martin, Casey G."
"Haugen, Eric","Mash, Deborah C."
"Haugen, Eric","McDonald, Alisa"
"Haugen, Eric","Mestichelli, Bernadette"
"Haugen, Eric","Miklos, Mark"
"Haugen, Eric","Montgomery, Stephen B."
"Haugen, Eric","Montroy, Robert G."
"Haugen, Eric","Moore, Helen M."
"Haugen, Eric","Moser, Michael T."
"Haugen, Eric","Myer, Kevin A."
"Haugen, Eric","Oliva, Meritxell"
"Haugen, Eric","Paten, Benedict"
"Haugen, Eric","Phelps, Karen A."
"Haugen, Eric","Pierce, Brandon L."
"Haugen, Eric","Rao, Abhi"
"Haugen, Eric","Rohmer, Laurence"
"Haugen, Eric","Rohrer, Daniel C."
"Haugen, Eric","Salvatore, Michael"
"Haugen, Eric","Shad, Saboor"
"Haugen, Eric","Smith, Kevin S."
"Haugen, Eric","Stranger, Barbara E."
"Haugen, Eric","Struewing, Jeffery P."
"Haugen, Eric","Subramanian, Sandhya"
"Haugen, Eric","Tang, Hua"
"Haugen, Eric","Thomas, Jeffrey A."
"Haugen, Eric","Tsang, Emily K."
"Haugen, Eric","Valley, Dana R."
"Haugen, Eric","Vernot, Benjamin"
"Haugen, Eric","Volpi, Simona"
"Haugen, Eric","Walters, Gary D."
"Haugen, Eric","Washington, Michael"
"Haugen, Eric","Weaver, Molly A."
"Haugen, Eric","Wheeler, Joseph"
"Haugen, Eric","Wu, Zaining"
"Haugen, Eric","Xi, Hualin Simon"
"Haugen, Eric","Zhang, Rui"
"Haugen, Eric","Bender, Michael A."
"Haugen, Eric","Bogu, Gireesh K."
"Haugen, Eric","Brown, Andrew Anand"
"Haugen, Eric","Byron, Rachel"
"Haugen, Eric","Castel, Stephane E."
"Haugen, Eric","Chiang, Colby"
"Haugen, Eric","Claussnitzer, Melina"
"Haugen, Eric","Conrad, Donald F."
"Haugen, Eric","Craft, Brian"
"Haugen, Eric","Delaneau, Olivier"
"Haugen, Eric","Engelhardt, Barbara E."
"Haugen, Eric","Gamazon, Eric R."
"Haugen, Eric","Gliner, Genna"
"Haugen, Eric","Goldman, Mary"
"Haugen, Eric","Haeussler, Maximilian"
"Haugen, Eric","Han, Buhm"
"Haugen, Eric","Hormozdiari, Farhad"
"Haugen, Eric","Im, Hae Kyung"
"Haugen, Eric","Jasmine, Farzana"
"Haugen, Eric","Kang, Eun Yong"
"Haugen, Eric","Lappalainen, Tuuli"
"Haugen, Eric","Lek, Monkol"
"Haugen, Eric","Mangul, Serghei"
"Haugen, Eric","Molinie, Benoit"
"Haugen, Eric","Noble, Michael S."
"Haugen, Eric","Ruffier, Magali"
"Haugen, Eric","SegríÂ, Ayellet V."
"Haugen, Eric","Shabalin, Andrey A."
"Haugen, Eric","Traino, Heather M."
"Haugen, Eric","Tukiainen, Taru"
"Haugen, Eric","Vatanian, Negin"
"Haugen, Eric","Vaught, Jim B."
"Haugen, Eric","Zappala, Zachary"
"Haugen, Eric","Zaugg, Judith B."
"Haugen, Eric","Zhou, Yihui"
"Haugen, Eric","Zhu, Jingchun"
"Heath, Paul D.","Clee, Chris M."
"Heath, Paul D.","Dunn, Matthew"
"Heath, Paul D.","Grafham, Darren V."
"Heath, Paul D.","Hubbard, Tim J.P."
"Heath, Paul D.","Laird, Gavin K."
"Heath, Paul D.","Matthews, Lucy H."
"Heath, Paul D.","Rogers, Jane"
"Heath, Paul D.","Whitehead, Siobhan L."
"Heath, Paul D.","Babbage, Anne K."
"Heath, Paul D.","Bird, Christine P."
"Heath, Paul D.","Burton, John L."
"Heath, Paul D.","Carter, Nigel P."
"Heath, Paul D.","Corby, Nicole R."
"Heath, Paul D.","Griffiths, Coline"
"Heath, Paul D.","Howden, Philip J."
"Heath, Paul D.","Jones, Matthew C."
"Heath, Paul D.","Lloyd, David M.L."
"Heath, Paul D.","Lovell, Jamieson D."
"Heath, Paul D.","Scott, Carol E."
"Heath, Paul D.","Searle, Stephen M.J."
"Heath, Paul D.","Sehra, Harminder K."
"Heath, Paul D.","Skuce, Carl D."
"Heath, Paul D.","Tracey, Alan"
"Heath, Paul D.","Tromans, Anthony C."
"Heath, Paul D.","Willey, David L."
"Heath, Paul D.","Wray, Paul W."
"Heath, Paul D.","Beasley, Helen"
"Heath, Paul D.","Durbin, Richard M."
"Heath, Paul D.","Garner, Patrick"
